pressmark,record_url,digitization_type,digitization_url
latin 227,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60111c,none,none
latin 228,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601143,none,none
latin 229,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60116k,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9078122n
latin 230,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601288,none,none
latin 231,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601360,none,none
latin 232,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601466,none,none
latin 233,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601555,none,none
latin 234,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc601683,none,none
latin 235,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60179j,none,none
latin 236,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60190s,none,none
latin 237,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60201b,none,none
latin 238,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60212s,colorized,https://gallica.bnf.fr/ark:/12148/btv1b105380428
latin 239,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc602220,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10023801s
latin 240,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60230q,none,none
latin 241,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60238n,none,none
latin 242,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc12410d,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426293t
latin 243,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc602504,none,none
latin 244,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60255b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100327646
latin 245,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60266s,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8452643w
latin 246,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc602760,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038451c
latin 247,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60287f,none,none
latin 248,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc90778n,none,none
latin 249,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60305g,none,none
latin 250,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8902m,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84267887
latin 251,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc603264,none,none
latin 252,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60333m,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10545286r
latin 253,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60341b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036530s
latin 254,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc588082,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426051s
latin 255,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc603548,none,none
latin 256,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc84546,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426032f
latin 257,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8434v,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84516351
latin 258,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60377d,colorized,https://gallica.bnf.fr/ark:/12148/btv1b10525474k
latin 259,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc603854,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90781232
latin 260,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc84352,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426284v
latin 261,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc604035,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8427443x
latin 262,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60413c,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8492146h
latin 263,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60422b,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84921527
latin 264,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60433s,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8492147x
latin 265,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8455d,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426039b
latin 266,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc84368,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8451637v
latin 267,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60461x,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8492148b
latin 268,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8437g,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426041d
latin 269,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8456m,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426033v
latin 270,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc604948,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8492150d
latin 271,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60505t,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8492149r
latin 272,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc605168,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10539524k
latin 273,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60527q,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10543772r
latin 274,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc13041q,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8478991d
latin 275,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60545n,colorized,http://gallica.bnf.fr/ark:/12148/btv1b100267932
latin 276,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc588099,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426056v
latin 277,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58810b,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426050c
latin 278,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60562b,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10539528c
latin 279,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60573s,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b10721525h
latin 280,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60585g,none,none
latin 281,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60596x,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8492142v
latin 282,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60607g,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039052n
latin 283,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60618x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039057w
latin 285,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60648j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390605
latin 286,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc606618,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90665617
latin 287,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60672q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039045k
latin 288,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc606874,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390444
latin 289,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60699t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039049c
latin 290,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60712n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039048x
latin 291,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc607233,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390516
latin 292,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc607361,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10026792m
latin 293,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60747g,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039056f
latin 294,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60758x,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039058b
latin 295,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60769c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390550
latin 296,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60780m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039061m
latin 297,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc607929,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039043p
latin 298,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc608043,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105395251
latin 299,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc608171,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390461
latin 300,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60835z,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039047g
latin 301,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60846d,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036980c
latin 302,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60853w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100389391
latin 303,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60856m,none,none
latin 304,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60866t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034690z
latin 305,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc608778,none,none
latin 306,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc608867,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036207j
latin 307,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60897p,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039041s
latin 308,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc609070,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038941v
latin 309,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60919p,none,none
latin 310,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc609265,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390427
latin 311,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60934w,none,none
latin 312,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58811k,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426047w
latin 313,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58812t,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426053m
latin 314,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc609710,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039040b
latin 315,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc60982f,none,none
latin 316,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc609944,none,none
latin 317,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc588132,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426046g
latin 318,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61021j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039167p
latin 319,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61038f,none,none
latin 320,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc588149,colorized,https://gallica.bnf.fr/ark:/12148/btv1b84260526
latin 321,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61061c,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8442902q
latin 322,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61072t,none,none
latin 323,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc8438p,colorized,https://gallica.bnf.fr/ark:/12148/btv1b550056533
latin 324,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc611058,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8492153n
latin 325,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61119f,colorized,http://gallica.bnf.fr/ark:/12148/btv1b105384884
latin 326,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61130p,none,none
latin 327,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61143m,none,none
latin 328,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc611542,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10539526g
latin 329,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61166r,none,none
latin 330,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61178f,none,none
latin 331,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61194w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100391667
latin 332,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61202q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039165s
latin 333,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc612135,none,none
latin 334,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61225v,none,none
latin 335,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61238s,colorized,http://gallica.bnf.fr/ark:/12148/btv1b52523614g
latin 336,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61252r,colorized,https://gallica.bnf.fr/ark:/12148/btv1b525063245
latin 337,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc612636,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90810336
latin 338,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc58815j,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8426055f
latin 339,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61287k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039068r
latin 340,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61296j,colorized,https://gallica.bnf.fr/ark:/12148/btv1b52506855r
latin 341,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61304c,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90724163
latin 342,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61315t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10036661v
latin 343,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61327h,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8442915b
latin 344,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61338z,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9080987j
latin 345,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61350f,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9076525n
latin 346,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61364m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10874323q
latin 347,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc613791,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90659723
latin 348,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61397z,none,none
latin 349,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc614111,none,none
latin 350,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61423q,none,none
latin 351,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61435d,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9081032s
latin 352,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61446v,colorized,https://gallica.bnf.fr/ark:/12148/btv1b10511058b
latin 353,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc614562,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066166x
latin 354,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61467h,none,none
latin 355,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc614807,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90665773
latin 356,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61491p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066900x
latin 357,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc615027,none,none
latin 358,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61513p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9081031c
latin 359,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc615244,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039147v
latin 360,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc615372,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9080989c
latin 361,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61550s,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10034392q
latin 362,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc615617,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038521h
latin 363,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61572p,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9066553p
latin 364,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61584c,colorized,http://gallica.bnf.fr/ark:/12148/btv1b53196532c
latin 365,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61599s,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10464130m
latin 366,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61608v,colorized,http://gallica.bnf.fr/ark:/12148/btv1b53247205d
latin 367,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61620b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039170z
latin 368,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61630j,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039172v
latin 369,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61639q,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039178j
latin 370,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61647f,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100391790
latin 371,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61657n,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039180c
latin 372,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61667v,colorized,http://gallica.bnf.fr/ark:/12148/btv1b10464788j
latin 373,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61681t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10038828s
latin 374,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc616928,colorized,https://gallica.bnf.fr/ark:/12148/btv1b52507469s
latin 375,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61703t,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9081030z
latin 376,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61716r,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039169k
latin 377,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc617276,none,none
latin 378,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc617276/cd0e140,none,none
latin 379,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc617276/cd0e214,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b9068042s
latin 380,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc617276/cd0e290,none,none
latin 381,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc617276/cd0e390,none,none
latin 382,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc617276/cd0e473,none,none
latin 383,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc617276/cd0e564,none,none
latin 384,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61806q,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90680614
latin 385,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61820p,none,none
latin 386,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61830w,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100391756
latin 387,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618314,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100391773
latin 388,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61832c,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039176n
latin 389,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61833m,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100391739
latin 390,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618353,colorized,https://gallica.bnf.fr/ark:/12148/btv1b8442837k
latin 391,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61836b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100392225
latin 392,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61837k,none,none
latin 393,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61838t,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90665684
latin 394,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618392,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039226z
latin 395,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618403,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b100390622
latin 396,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61841b,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039063h
latin 397,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61842k,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10035451b
latin 398,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61843t,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10885339g
latin 399,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618442,microfilmed,http://gallica.bnf.fr/ark:/12148/btv1b10039064z
latin 400,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc61847s,none,none
latin 401,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618481,microfilmed,https://gallica.bnf.fr/ark:/12148/btv1b90809901
latin 402,https://archivesetmanuscrits.bnf.fr/./ark:/12148/cc618498,none,none
